name	allegiance	culture	spouse	father	mother	books	show	predecessor	successor	born	died	title	url
Beardless Dick	['http://awoiaf.westeros.org/index.php/Brotherhood_without_banners']					['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Ser[1]']]	http://awoiaf.westeros.org/index.php/Beardless_Dick
Becca	['http://awoiaf.westeros.org/index.php/House_Arryn']	['Valemen']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Becca
Becca						['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[b'Riverlands']	[]	http://awoiaf.westeros.org/index.php/Becca_the_Baker
Beck		['Rivermen']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[b'In299AC']	[b'Donnelwood']	[['Goodman']]	http://awoiaf.westeros.org/index.php/Beck
Bedwyck	['http://awoiaf.westeros.org/index.php/Night%27s_Watch']					['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Commander of Icemark']]	http://awoiaf.westeros.org/index.php/Bedwyck
Belandra	['http://awoiaf.westeros.org/index.php/House_Martell']	['Dornishmen']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Belandra
Belaquo	['http://awoiaf.westeros.org/index.php/House_of_Loraq']	['Ghiscari']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Belaquo_Bonebreaker
Beldecar						['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Beldecar
Beldon	['http://awoiaf.westeros.org/index.php/Citadel', 'http://awoiaf.westeros.org/index.php/House_Lannister']					['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[['Maester at Casterly Rock']]	http://awoiaf.westeros.org/index.php/Beldon
Lord Belgrave	['http://awoiaf.westeros.org/index.php/House_Belgrave']	['Westerosi']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[]	[['Lord']]	http://awoiaf.westeros.org/index.php/Lord_Belgrave
Belicho	[]	['Volantene']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Triarch of Volantis']]	http://awoiaf.westeros.org/index.php/Belicho
Belicho Staegone		['Volantene']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Belicho_Staegone
WisdomBelis	['http://awoiaf.westeros.org/index.php/Alchemists%27_Guild']	['Crownlands']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	"[b""In283AC,King's Landing""]"	[['Wisdom']]	http://awoiaf.westeros.org/index.php/Belis
Bella	['http://awoiaf.westeros.org/index.php/Peach']	['Rivermen']		['http://awoiaf.westeros.org/index.php/Robert_I_Baratheon']	['http://awoiaf.westeros.org/index.php/Whore']	['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[b'In283AC[1],Stoney Sept[2]']	[]	[]	http://awoiaf.westeros.org/index.php/Bella
Bellegere Otherys	['http://awoiaf.westeros.org/index.php/House_Otherys']	['Braavosi']	['http://awoiaf.westeros.org/index.php/Bellegere_Otherys']			['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[['Captain of Widow Wind']]	http://awoiaf.westeros.org/index.php/Bellegere_Otherys
Bellegere Otherys	['http://awoiaf.westeros.org/index.php/House_Otherys']	['Braavosi']			['http://awoiaf.westeros.org/index.php/Bellonara_Otherys']	['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Bellegere_Otherys_(Courtesan)
Bellena Hawick	['http://awoiaf.westeros.org/index.php/House_Hawick', 'http://awoiaf.westeros.org/index.php/House_Frey']	['Rivermen']	['http://awoiaf.westeros.org/index.php/Hosteen_Frey']			['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Bellena_Hawick
Bello						['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Bello
Bellenora Otherys	['http://awoiaf.westeros.org/index.php/House_Otherys']	['Braavosi']		['http://awoiaf.westeros.org/index.php/Aegon_IV_Targaryen']	['http://awoiaf.westeros.org/index.php/Bellegere_Otherys']	['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[b'In161170AC[1]']	[]	[]	http://awoiaf.westeros.org/index.php/Bellenora_Otherys
Bellonara Otherys	['http://awoiaf.westeros.org/index.php/House_Otherys']	['Braavosi']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Bellonara_Otherys
Belthasar Bolton	['http://awoiaf.westeros.org/index.php/House_Bolton']	['Northmen']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Belthasar_Bolton
Belwas	['http://awoiaf.westeros.org/index.php/House_Targaryen', 'http://awoiaf.westeros.org/index.php/Queensguard', 'http://awoiaf.westeros.org/index.php/Ruling_council_of_Meereen']	['Meereenese']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Belwas
Ben						['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[b'In293AC or 294AC[1],Riverlands']	[]	[]	http://awoiaf.westeros.org/index.php/Ben
Big Belly Ben	['http://awoiaf.westeros.org/index.php/Kingswood_Brotherhood']					['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Ben_(Big_Belly)
Ben Beesbury	['http://awoiaf.westeros.org/index.php/House_Beesbury', 'http://awoiaf.westeros.org/index.php/Ben_Beesbury']	['Reach[1]']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[b'In210217AC[2]']	[b'In290297AC[2]']	[['Lord of Honeyholt[1]']]	http://awoiaf.westeros.org/index.php/Ben_Beesbury
Ben	['http://awoiaf.westeros.org/index.php/House_Lothston', 'http://awoiaf.westeros.org/index.php/House_Whent', 'http://awoiaf.westeros.org/index.php/House_Lannister']	['Rivermen']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[b'Inbefore 233AC[2]']	[]	[]	http://awoiaf.westeros.org/index.php/Ben_Blackthumb
Ben	['http://awoiaf.westeros.org/index.php/House_Bolton']	['Northmen']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'North[1]']	[]	[]	http://awoiaf.westeros.org/index.php/Ben_Bones
Ben Bushy	['http://awoiaf.westeros.org/index.php/House_Bushy']	['Reach']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[b'In299AC,the Blackwater Rush']	[['Ser']]	http://awoiaf.westeros.org/index.php/Ben_Bushy
Ben Buttercakes		['Reach']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[b'In130AC[1],Hogs Head, Bitterbridge[1]']	[]	http://awoiaf.westeros.org/index.php/Ben_Buttercakes
Ben Coldwater	['http://awoiaf.westeros.org/index.php/House_Coldwater']	['Valemen']				['http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Ben_Coldwater
Ben Plumm	['http://awoiaf.westeros.org/index.php/House_of_Pahl', 'http://awoiaf.westeros.org/index.php/Second_Sons']				['http://awoiaf.westeros.org/index.php/Dothraki']	['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[['Captain of the Second Sons (formerly)', 'Commander of the Second Sons']]	http://awoiaf.westeros.org/index.php/Ben_Plumm
Bendamure	['http://awoiaf.westeros.org/index.php/Citadel']					['http://awoiaf.westeros.org/index.php/Fire_and_Blood']				[]	[]	[['Maester']]	http://awoiaf.westeros.org/index.php/Bendamure
Benedar Belmore	['http://awoiaf.westeros.org/index.php/House_Belmore', 'http://awoiaf.westeros.org/index.php/Lords_Declarant']	['Valemen']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[['Lord of Strongsong[1]']]	http://awoiaf.westeros.org/index.php/Benedar_Belmore
Benedict	['http://awoiaf.westeros.org/index.php/Citadel']					['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Archmaester']]	http://awoiaf.westeros.org/index.php/Benedict
Benedict Blackmont									['http://awoiaf.westeros.org/index.php/House_Martell']	[]	[]	[]	http://awoiaf.westeros.org/index.php/Benedict_Blackmont
Benedict Broom	['http://awoiaf.westeros.org/index.php/House_Broom', 'http://awoiaf.westeros.org/index.php/House_Lannister']	['Westermen']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Ser', 'Master-at-arms at Casterly Rock']]	http://awoiaf.westeros.org/index.php/Benedict_Broom
Benedict I Justman				['http://awoiaf.westeros.org/index.php/House_Blackwood', 'http://awoiaf.westeros.org/index.php/House_Bracken']	['http://awoiaf.westeros.org/index.php/House_Blackwood', 'http://awoiaf.westeros.org/index.php/House_Bracken']				['http://awoiaf.westeros.org/index.php/Benedict_II_Justman']	[]	[]	[]	http://awoiaf.westeros.org/index.php/Benedict_I_Justman
Benedict II Justman				['http://awoiaf.westeros.org/index.php/Benedict_I_Justman']				['http://awoiaf.westeros.org/index.php/Benedict_I_Justman']		[]	[]	[]	http://awoiaf.westeros.org/index.php/Benedict_II_Justman
Benedict Royce	['http://awoiaf.westeros.org/index.php/House_Royce', 'http://awoiaf.westeros.org/index.php/House_Royce_of_the_Gates_of_the_Moon']	['Valemen']	['http://awoiaf.westeros.org/index.php/Jocelyn_Stark']	['http://awoiaf.westeros.org/index.php/Raymar_Royce']		['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[b'Inor before 285AC[1]']	[b'Inor after ~211AC[1]']	[]	http://awoiaf.westeros.org/index.php/Benedict_Royce
Benerro	['http://awoiaf.westeros.org/index.php/R%27hllor']					['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	"[['High Priest of the Red Temple of Volantis', 'Flame of Truth', 'Light of Wisdom', 'First Servant of the Lord of Light', ""Slave of R'hllor""]]"	http://awoiaf.westeros.org/index.php/Benerro
Benethon Scales	['http://awoiaf.westeros.org/index.php/House_Scales', 'http://awoiaf.westeros.org/index.php/House_Baratheon_of_Dragonstone', 'http://awoiaf.westeros.org/index.php/Queen%27s_men']	['Crownlands']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Benethon_Scales
Benfred Tallhart	['http://awoiaf.westeros.org/index.php/House_Tallhart', 'http://awoiaf.westeros.org/index.php/Wild_Hares']	['Northmen']		['http://awoiaf.westeros.org/index.php/Helman_Tallhart']		['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'In279289AC[1]']	[b'In299AC,Stony Shore']	[]	http://awoiaf.westeros.org/index.php/Benfred_Tallhart
Benfrey Frey	['http://awoiaf.westeros.org/index.php/House_Frey']	['Rivermen']	['http://awoiaf.westeros.org/index.php/Jyanna_Frey']	['http://awoiaf.westeros.org/index.php/Walder_Frey']	['http://awoiaf.westeros.org/index.php/Bethany_Rosby']	['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'In270279AC[1]']	[b'In299AC,the Twins']	[['Ser']]	http://awoiaf.westeros.org/index.php/Benfrey_Frey
Benifer	['http://awoiaf.westeros.org/index.php/Citadel', 'http://awoiaf.westeros.org/index.php/House_Targaryen']					['http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Sons_of_the_Dragon']				[]	"[b""In59AC[2],King's Landing[2]""]"	[['Grand Maester[1]']]	http://awoiaf.westeros.org/index.php/Benifer
Benjamin Avery		['Westeros']				['http://awoiaf.westeros.org/index.php/The_Hedge_Knight']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Benjamin_Avery
Benjen Stark	['http://awoiaf.westeros.org/index.php/House_Stark', 'http://awoiaf.westeros.org/index.php/Night%27s_Watch']	['Northmen']		['http://awoiaf.westeros.org/index.php/Rickard_Stark']	['http://awoiaf.westeros.org/index.php/Lyarra_Stark']	['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_1', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_6', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_7']			[b'In267AC or later[5],Winterfell[6]']	[]	[['First Ranger']]	http://awoiaf.westeros.org/index.php/Benjen_Stark
Benjen Stark										[]	[]	[]	http://awoiaf.westeros.org/index.php/Benjen_Stark_(Bitter)
Benjen Stark										[]	[]	[]	http://awoiaf.westeros.org/index.php/Benjen_Stark_(Sweet)
Benjen Stark	['http://awoiaf.westeros.org/index.php/House_Stark']	['Northmen']	['http://awoiaf.westeros.org/index.php/Lysa_Locke']			['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']			['http://awoiaf.westeros.org/index.php/Rickon_Stark_(son_of_Benjen)']	[b'Inor before 84AC[2]']	[b'In101121AC[2]']	[['Lord of Winterfell[1]', 'Warden of the North[1]']]	http://awoiaf.westeros.org/index.php/Benjen_Stark_(lord)
Benjen Stark	['http://awoiaf.westeros.org/index.php/House_Stark']	['Northmen']		['http://awoiaf.westeros.org/index.php/Artos_Stark']	['http://awoiaf.westeros.org/index.php/Lysara_Karstark']	['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[b'Inor after 198AC[1]']	[b'Inor after 209AC[1]']	[]	http://awoiaf.westeros.org/index.php/Benjen_Stark_(son_of_Artos)
Benjen Stark	['http://awoiaf.westeros.org/index.php/House_Stark']	['Northmen']		['http://awoiaf.westeros.org/index.php/Bennard_Stark']	['http://awoiaf.westeros.org/index.php/Margaret_Karstark']	['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[b'Inor before 124AC[1]']	[b'Inor after 126AC[1]']	[]	http://awoiaf.westeros.org/index.php/Benjen_Stark_(son_of_Bennard)
Benjicot						['http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Benjicot
Benjicot Branch	['http://awoiaf.westeros.org/index.php/House_Branch']	['Northmen']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Benjicot_Branch
Benjicot Blackwood	['http://awoiaf.westeros.org/index.php/House_Blackwood', 'http://awoiaf.westeros.org/index.php/Blacks', 'http://awoiaf.westeros.org/index.php/Lads']	['Rivermen']		['http://awoiaf.westeros.org/index.php/Samwell_Blackwood']		['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Princess_and_the_Queen']				[b'In118AC[3]']	[b'In136206AC[3]']	[['Lord of Raventree Hall[2]']]	http://awoiaf.westeros.org/index.php/Benjicot_Blackwood
SerBennard Brune	['http://awoiaf.westeros.org/index.php/House_Brune_of_Brownhollow']	['Crownlands']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Ser', 'Knight of Brownhollow[1]']]	http://awoiaf.westeros.org/index.php/Bennard_Brune
Bennard Stark	['http://awoiaf.westeros.org/index.php/House_Stark', 'http://awoiaf.westeros.org/index.php/Bennard_Stark']	['Northmen[2]']	['http://awoiaf.westeros.org/index.php/Margaret_Karstark', 'http://awoiaf.westeros.org/index.php/Bennard_Stark']	['http://awoiaf.westeros.org/index.php/Benjen_Stark_(lord)']	['http://awoiaf.westeros.org/index.php/Lysa_Locke']	['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[b'Inor before 105AC[3]']	[b'Inor after 126AC[3]']	[['Regent[1]']]	http://awoiaf.westeros.org/index.php/Bennard_Stark
Bennarion Botley	['http://awoiaf.westeros.org/index.php/House_Botley']	['ironborn']		['http://awoiaf.westeros.org/index.php/Sawane_Botley']		['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Bennarion_Botley
Bennet		['Rivermen']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[b'In300AC[1],Saltpans[1]']	[['Septon']]	http://awoiaf.westeros.org/index.php/Bennet
Bennifer Blackwood	['http://awoiaf.westeros.org/index.php/House_Blackwood']	['Rivermen']				['http://awoiaf.westeros.org/index.php/The_Hedge_Knight_(comics)']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Bennifer_Blackwood
Bennis	['http://awoiaf.westeros.org/index.php/House_Osgrey']					['http://awoiaf.westeros.org/index.php/The_Sworn_Sword']				[]	[]	[['Ser']]	http://awoiaf.westeros.org/index.php/Bennis
Bent-backed man	['http://awoiaf.westeros.org/index.php/House_Roote']	['Rivermen']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Bent-backed_man
Benton Glover	['http://awoiaf.westeros.org/index.php/House_Glover', 'http://awoiaf.westeros.org/index.php/Night%27s_Watch']	['Northmen']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[]	[['First Ranger']]	http://awoiaf.westeros.org/index.php/Benton_Glover
Beony Beesbury	['http://awoiaf.westeros.org/index.php/House_Beesbury', 'http://awoiaf.westeros.org/index.php/House_Frey']	['Reach']	['http://awoiaf.westeros.org/index.php/Raymund_Frey']			['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Beony_Beesbury
Blind Beqqo		['Braavosi']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Beqqo
Beren Tallhart	['http://awoiaf.westeros.org/index.php/House_Tallhart']	['Northmen']		['http://awoiaf.westeros.org/index.php/Leobald_Tallhart']	['http://awoiaf.westeros.org/index.php/Berena_Hornwood']	['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'In289AC[1]']	[]	[]	http://awoiaf.westeros.org/index.php/Beren_Tallhart
Berena Hornwood	['http://awoiaf.westeros.org/index.php/House_Hornwood', 'http://awoiaf.westeros.org/index.php/House_Tallhart']	['Northmen']	['http://awoiaf.westeros.org/index.php/Leobald_Tallhart']			['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]	http://awoiaf.westeros.org/index.php/Berena_Hornwood
